domain,company_name,health_score,verdict,sector,total_signals,it_infrastructure_score,it_infrastructure_tier,it_infrastructure_budget,it_infrastructure_signals,engineering_product_score,engineering_product_tier,engineering_signals,sales_marketing_score,sales_marketing_tier,sales_marketing_signals,legal_compliance_score,legal_compliance_tier,legal_signals,hr_hiring_score,hr_hiring_signals,finance_revops_score,telecom_remote_score,corporate_dev_score,last_checked,trace_url
mheducation.com,McGraw Hill Inc,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF,92,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=mheducation.com
lambda.ai,Lambda,81,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider,87,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=lambda.ai
360learning.com,360Learning,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,84,Enterprise,Premium SaaS Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=360learning.com
codexis.com,Codexis Inc,81,at_risk,general,16,100,Enterprise,Active,Enterprise Email Gateway | Verified SaaS Tooling | Modern CDN | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=codexis.com
hellosign.com,HelloSign,81,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,84,Enterprise,Premium SaaS Stack,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=hellosign.com
inkeep.com,Inkeep,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,91,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=inkeep.com
altair.com,Altair Engineering,81,at_risk,general,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,SSO Infrastructure Detected | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=altair.com
altisource.com,Altisource Portfolio Solutions SA,81,actively_hiring,general,20,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,74,Growth,SSO Infrastructure Detected,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=altisource.com
beam.org,Beam Up,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,80,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=beam.org
kurasushi.com,Kura Sushi USA Inc,81,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=kurasushi.com
omi.me,Omi,81,at_risk,general,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,93,Enterprise,Premium SaaS Stack | Growth Analytics Stack | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=omi.me
sitation.com,Sitation,81,at_risk,general,18,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=sitation.com
inngest.com,Inngest,81,at_risk,cloud_infra,16,92,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=inngest.com
sandiegohomefinder.com,DB Real Estate Group,81,at_risk,general,12,100,Enterprise,Active,Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=sandiegohomefinder.com
singular.net,Singular,81,at_risk,media_social,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Heavy Ad Spend | Growth Analytics Stack,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=singular.net
n8n.io,N8n,81,at_risk,enterprise_saas,15,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,88,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=n8n.io
fluenceenergy.com,Fluence Energy Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=fluenceenergy.com
adtran.com,ADTRAN Holdings Inc,81,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,93,Enterprise,SSO Infrastructure Detected | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=adtran.com
persado.com,Persado,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,88,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=persado.com
lensa.com,Lensa,81,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=lensa.com
talkfurther.com,Further,81,at_risk,general,17,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=talkfurther.com
livekit.io,Livekit,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=livekit.io
stereotaxis.com,Stereotaxis Inc,81,at_risk,general,16,97,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=stereotaxis.com
deako.com,Deako,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Enterprise CDN/WAF | Verified SaaS Tooling | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=deako.com
customer.io,Customer.io,81,at_risk,enterprise_saas,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider,92,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=customer.io
preferredbank.com,Preferred Bank,81,at_risk,general,16,100,Enterprise,Active,Enterprise CDN/WAF | DMARC Quarantine | Verified SaaS Tooling | Business Email Provider | Web Application Firewall,82,Enterprise,App Recently Updated,97,Enterprise,Recent Funding (External Intel) | Active Advertising | Funding Velocity,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=preferredbank.com
elevenlabs.io,Elevenlabs,81,at_risk,ai_ml,15,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=elevenlabs.io
aspireapp.com,Aspire,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=aspireapp.com
patreon.com,Patreon,81,at_risk,media_social,12,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=patreon.com
certara.com,Certara Inc,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,88,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=certara.com
buzzfeed.com,BuzzFeed,81,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,91,Enterprise,Rich Internal Infrastructure,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=buzzfeed.com
akamai.com,Akamai Technologies Inc,81,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=akamai.com
quant-aq.com,Quant Aq,81,at_risk,general,17,95,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,91,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=quant-aq.com
capchase.com,Capchase,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Modern CDN | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=capchase.com
keyrock.com,Keyrock,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=keyrock.com
coverbase.com,Coverbase,81,at_risk,general,16,92,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider,99,Enterprise,Rich Internal Infrastructure | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=coverbase.com
woflow.com,Woflow,81,at_risk,general,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=woflow.com
